strategy,workload_name,prompt_len,output_len,batch_size,repeat,ttft_ms,tpot_ms,total_time_ms,total_energy_j,avg_power_w,max_power_w,temperature_c,tokens_per_second,slo_met,slo_violations,switch_overhead_ms,switch_energy_j
phase_aware,short_short,128,64,1,5,27.341304545221952,7.010242105834334,614.647978644538,9.596487041958419,15.612980722919193,22.57818550948315,43.22546726802527,104.12464080844617,True,,150.0,2.25
phase_aware,short_short,128,64,1,6,24.05617500851792,7.138935574353597,623.114759140784,8.184768532903243,13.135250630540769,32.7678959287515,48.70979624048246,102.70981237589349,True,,150.0,2.25
phase_aware,short_short,128,64,1,7,29.310311383230868,6.8523575708769755,605.9888823817411,8.848544652408375,14.60182671607869,40.322472397771506,42.99460001696846,105.61249861294216,False,max_power_w,150.0,2.25
phase_aware,short_short,128,64,1,8,26.239360663696722,7.073070978720392,617.1956770479358,8.385537765422786,13.586514094737423,32.72808883014306,48.2434678638053,103.69482869049536,True,,150.0,2.25
phase_aware,short_short,128,64,1,9,21.36238198088569,7.151312439312925,621.6119536062787,9.481692097383405,15.253394086737577,41.19415619169496,48.10714601410141,102.9581230359299,False,max_power_w,150.0,2.25
phase_aware,short_long,128,256,1,0,27.641459937971966,7.001232939666934,1958.2946112153963,31.71706988456229,16.196270828155626,38.98590364810944,47.22130675061332,130.72598909983014,True,,150.0,2.25
phase_aware,short_long,128,256,1,1,29.331964644731848,6.984377704371429,1953.492527228151,30.482687746484515,15.604199822426247,41.37309262898593,42.98977419488719,131.0473403055416,False,max_power_w,150.0,2.25
phase_aware,short_long,128,256,1,2,33.87003277817845,6.909024857380017,1936.9960912620645,41.53499338580163,21.442992876015143,36.92923309638416,49.01328267485321,132.16340557156275,True,,150.0,2.25
phase_aware,short_long,128,256,1,3,23.778894923294835,7.00085373655097,1956.1652415387214,37.94002035349602,19.395099937289736,38.29042058817404,53.02824717178354,130.86828993987754,True,,150.0,2.25
phase_aware,short_long,128,256,1,4,28.86695414028079,6.970420683830095,1950.14474525864,30.627341942229346,15.705163432967314,19.76979195217621,55.63131042341503,131.27230715689657,True,,150.0,2.25
phase_aware,short_long,128,256,1,5,27.90769986460841,7.0337208136200156,1965.270008632051,27.68374615258128,14.086484824469933,38.411594244768864,44.019378806939585,130.26199905131193,True,,150.0,2.25
phase_aware,short_long,128,256,1,6,25.907547311815243,7.001811828742923,1957.0092942131594,29.015221947335178,14.826307689561137,36.67649617246035,49.1192286436535,130.81184680981704,True,,150.0,2.25
phase_aware,short_long,128,256,1,7,28.556701062367758,7.040299039991994,1968.4009909271776,34.34312326928758,17.44721905119084,35.563727714140946,47.81677771081889,130.0548014250979,True,,150.0,2.25
phase_aware,short_long,128,256,1,8,26.95058811363,6.998085759933149,1957.1370858229695,28.81522564281252,14.723151409036744,31.227259656797955,46.769500293807255,130.80330542730115,True,,150.0,2.25
phase_aware,short_long,128,256,1,9,30.116529283092113,7.0009177983899225,1957.8389549953974,39.26889726309714,20.057266284799944,38.25580410673256,54.30858891577559,130.75641351747535,True,,150.0,2.25
phase_aware,medium_medium,512,128,1,0,66.57085759741204,6.723887472175594,1065.3003395243363,21.14288932808591,19.846881244331858,41.651423207379864,49.03182210535901,120.15390895036498,False,max_power_w,150.0,2.25
phase_aware,medium_medium,512,128,1,1,72.98769482503246,6.6196263577147345,1058.1654299818258,17.329808170315793,16.377220120121894,33.99582672059611,56.075478268408304,120.9640726991038,True,,150.0,2.25
phase_aware,medium_medium,512,128,1,2,69.35413600950643,6.70233278992729,1065.876248499765,20.237056256239082,18.986309418868284,32.98246313604119,51.000083205780605,120.08898798538921,True,,150.0,2.25
phase_aware,medium_medium,512,128,1,3,78.71545410855859,6.625246846369302,1063.4759550607826,18.72899386838162,17.611111731539967,34.05087668385158,47.46581610129758,120.36003201659994,True,,150.0,2.25
phase_aware,medium_medium,512,128,1,4,70.94865039592258,6.672237993289696,1066.5758732994423,17.815676591573165,16.703618596265954,39.77926744947753,51.21799299382066,120.01021512331158,True,,150.0,2.25
phase_aware,medium_medium,512,128,1,5,63.65174962118645,6.729370795123133,1064.6560240697236,18.32042665040915,17.207836368011154,39.989710533525006,51.05923286336268,120.22662447417605,True,,150.0,2.25
phase_aware,medium_medium,512,128,1,6,55.545454615776045,6.73142336506546,1056.168537915867,16.59122430373848,15.708879509399011,39.29956899089298,48.2375452074908,121.19277880837262,True,,150.0,2.25
phase_aware,medium_medium,512,128,1,7,68.765633766739,6.641032052685338,1060.3207815189921,15.161924658980972,14.29937517329457,34.01160890707004,49.39935881009409,120.71818475219361,True,,150.0,2.25
phase_aware,medium_medium,512,128,1,8,73.0232870421116,6.739303107173712,1077.0008930365386,13.031045805913145,12.099382544774778,27.73149124791687,46.689362433095646,118.84855511968217,True,,150.0,2.25
phase_aware,medium_medium,512,128,1,9,73.73144289492575,6.739615234097924,1076.1252006715563,17.62318061542217,16.376515115921848,36.36377428777234,44.510133703285774,118.94526763254086,True,,150.0,2.25
phase_aware,long_medium,1024,128,1,0,153.12184938502855,6.375007163810776,1109.8470174953968,18.643866549168727,16.798591387164812,39.56536982709857,50.22329002894237,115.3312105021996,True,,150.0,2.25
phase_aware,long_medium,1024,128,1,1,131.3184604282796,6.445758562581143,1095.5966000026183,17.841846585900086,16.285051072500085,26.188191938510183,48.44263894053458,116.83132276943367,True,,150.0,2.25
phase_aware,long_medium,1024,128,1,2,117.57227641662156,6.290841314696498,1062.7043536171832,17.853407034991356,16.799975434581373,38.80891481894479,51.36306258193609,120.44742224337334,True,,150.0,2.25
phase_aware,long_medium,1024,128,1,3,126.1382830633671,6.342766210737597,1076.8712098352669,17.566947236424078,16.31295096013511,32.88714901699434,50.75847700090252,118.862867565733,True,,150.0,2.25
phase_aware,long_medium,1024,128,1,4,132.83045079509088,6.246526502098143,1069.2137963414739,19.848118563492402,18.56328325673187,35.936431994554226,53.77970294345542,119.71413054898588,True,,150.0,2.25
phase_aware,long_medium,1024,128,1,5,129.7760697403538,6.235458024951758,1064.1872356568624,20.458034201166043,19.224092824735358,28.34819728355551,51.35181007385656,120.27958587662711,True,,150.0,2.25
phase_aware,long_medium,1024,128,1,6,131.30130423291334,6.298281139547739,1078.8939623328001,18.78829992219562,17.414408253403593,38.0050539642235,50.306417977351785,118.6400188237559,True,,150.0,2.25
phase_aware,long_medium,1024,128,1,7,149.09387369670532,6.348613041150679,1100.3570224003283,17.820548923265825,16.195242598981125,37.887850306155926,53.40275008813227,116.3258809588725,True,,150.0,2.25
phase_aware,long_medium,1024,128,1,8,150.7579526154691,6.372038563289817,1105.5017854379728,20.941078617701873,18.942600449447063,32.940173199321926,49.899498876907515,115.78452580181907,True,,150.0,2.25
phase_aware,long_medium,1024,128,1,9,161.66192878925114,6.3601175899887314,1114.8880470689774,25.333613848693947,22.723011440741168,36.18213090108686,50.67548795062546,114.80973388898548,True,,150.0,2.25
phase_aware,long_long,1024,512,1,0,152.34096625992294,6.437736358813082,3586.9781418594366,49.206995952531884,13.718231337485571,33.0869779732283,43.42585864865975,142.73853359323422,True,,150.0,2.25
phase_aware,long_long,1024,512,1,1,129.06505951909887,6.362338189218559,3525.039431116396,79.12557399059506,22.446720252866967,40.010405002414366,48.934869352154344,145.24660220264465,False,max_power_w,150.0,2.25
phase_aware,long_long,1024,512,1,2,125.67943256817418,6.336196405631618,3508.638793719592,48.78905142975731,13.905407281333417,38.92372417311861,51.748124573752584,145.92553696791813,True,,150.0,2.25
phase_aware,long_long,1024,512,1,3,141.08746876096134,6.324446893430844,3517.4453843977176,47.06255290524142,13.379753702501285,44.96997869021327,49.4091009399362,145.5601847497252,False,max_power_w,150.0,2.25
phase_aware,long_long,1024,512,1,4,113.96626208741304,6.28970775905242,3472.6481814394924,68.64397124747283,19.76703877299149,36.45451007878553,56.45796783579297,147.43791286906705,True,,150.0,2.25
phase_aware,long_long,1024,512,1,5,154.42412762865885,6.336981128510517,3539.8491505329494,69.69205102533951,19.687859019316367,36.76942815590334,47.508514278314145,144.63893183779166,True,,150.0,2.25
phase_aware,long_long,1024,512,1,6,134.54618936240195,6.396466460506674,3548.9601919993274,46.76475212669453,13.177029213266362,41.785016679774444,54.57235377993152,144.26760862357315,False,max_power_w,150.0,2.25
phase_aware,long_long,1024,512,1,7,134.35697076075206,6.363983912370639,3529.8864255257895,59.44676381671464,16.84098485062726,30.32121712833504,53.9782463350243,145.0471596756079,True,,150.0,2.25
phase_aware,long_long,1024,512,1,8,116.99284449447941,6.323258630405599,3493.836862025864,63.87041655699998,18.28088118572468,34.68878751992894,49.30865309975484,146.54376269392336,True,,150.0,2.25
phase_aware,long_long,1024,512,1,9,116.29627752764047,6.358985721463625,3512.754099434662,75.45682262542387,21.480815476827082,36.658837477408575,48.38775908219309,145.75458045366756,True,,150.0,2.25
oracle,short_short,128,64,1,0,10.714563497677448,8.051763175369144,543.0867212715148,10.006504359229845,18.4252421709039,34.354167246946126,51.157055306735906,117.84489933791507,True,,,
oracle,short_short,128,64,1,1,12.45498901882648,8.025134142812918,530.1037597303929,9.523015260565565,17.964436368851455,30.538084693107905,51.83263302992654,120.73108108599334,True,,,
oracle,short_short,128,64,1,2,11.64828614736351,7.9527308175631966,530.565051804721,8.486531178387688,15.995269853377431,27.83523827303882,50.31019133039485,120.62611320195992,True,,,
oracle,short_short,128,64,1,3,12.065474083961892,7.808635925074658,526.4029469793724,9.865779196482318,18.74187683236682,32.53676830696455,43.31531267922405,121.57986646398449,True,,,
oracle,short_short,128,64,1,4,10.678170337809842,8.052306298593283,537.8712353284088,10.847026882738414,20.166586666631332,35.2862049013136,50.084984439620264,118.98758624064256,True,,,
oracle,short_short,128,64,1,5,11.473082386292106,7.737265641862858,519.3700694825125,10.32894331618035,19.88744427739522,36.70767411047197,46.774876516233164,123.22619989205006,True,,,
oracle,short_short,128,64,1,6,11.69818278120734,7.919899864138192,535.174786769228,11.596468969708974,21.668563722359124,36.67016239394788,43.31179130057136,119.58709861194815,True,,,
oracle,short_short,128,64,1,7,14.097878243713037,7.8461883283953116,528.7583980579352,10.258931573657463,19.401926496746455,27.31329970310688,50.516692566006775,121.03826669243298,True,,,
oracle,short_short,128,64,1,8,11.268853910487868,8.177383157306908,550.040343205313,12.229637884949993,22.23407434749754,36.504214890044736,53.424375115988006,116.35510156772406,True,,,
oracle,short_short,128,64,1,9,14.052878451591546,8.131095280426356,549.8354260897468,8.451348916794775,15.370688238293518,22.33896834772228,47.271292371384675,116.39846572845892,True,,,
oracle,short_long,128,256,1,0,11.87728695303662,4.636436064818956,1202.957769384343,32.86490269712277,27.320080167022464,39.70775078944864,40.61683755510978,126.07580199913245,True,,,
oracle,short_long,128,256,1,1,11.133990844223176,4.679876030817076,1213.3030002348974,33.87470580645582,27.91941155663311,42.71809299448688,45.64698805768555,125.00081638045577,False,max_power_w,,
oracle,short_long,128,256,1,2,12.401434364521613,4.6164893072646285,1199.542765893581,32.650206486073046,27.218876570649627,43.52278208642531,48.118751912279485,126.43472984745054,False,max_power_w,,
oracle,short_long,128,256,1,3,9.477814269080852,4.680958243921258,1214.296841925352,26.352470496944296,21.7018356526075,41.53965789485973,51.2432295842208,124.89850941697658,False,max_power_w,,
oracle,short_long,128,256,1,4,12.206909621900675,4.68207393019324,1212.6186676039592,26.237742260574205,21.63725741779809,40.48292768052113,55.01291072530141,125.07135969289881,False,max_power_w,,
oracle,short_long,128,256,1,5,10.319789651971796,4.782204039682444,1239.7332391720915,32.831863999156354,26.48300695807903,47.00797918827682,43.75198289288978,122.33588707156179,False,max_power_w,,
oracle,short_long,128,256,1,6,14.334282752533184,4.684493836638401,1216.9301021855847,23.015216793364385,18.91252155898639,39.15335046581801,50.055206989859784,124.62824715555388,True,,,
oracle,short_long,128,256,1,7,11.143920908466683,4.706981757656684,1218.4013801607587,23.165768276698174,19.0132485516732,34.11662323219272,54.78151054187097,124.47775258282094,True,,,
oracle,short_long,128,256,1,8,9.489306975655175,4.694315343213314,1216.56344557368,40.93915826706801,33.651478199530175,52.65056856911369,52.481161013027446,124.66580851005286,False,max_power_w,,
oracle,short_long,128,256,1,9,11.917419940867784,4.712062220829966,1223.7371949993935,26.871120453775063,21.95824443645221,39.719369524813615,52.06509066601117,123.93499696337469,True,,,
oracle,medium_medium,512,128,1,0,12.296002625227253,7.692826959327544,1082.356577741515,19.575336297046253,18.085847769219335,25.997431439497685,48.28516315161489,118.26047222541901,True,,,
oracle,medium_medium,512,128,1,1,10.799670064535098,7.592119816453778,1065.3335634990044,14.011865536379212,13.152561804547243,19.53525932581275,43.74209637001195,120.15016177618027,True,,,
oracle,medium_medium,512,128,1,2,11.846473999931922,7.655016236352059,1071.5163793990523,14.688743609559426,13.70837057833632,25.91013278439148,42.36058156182149,119.4568766851584,True,,,
oracle,medium_medium,512,128,1,3,11.720076454077889,7.43123720761972,1067.1054777126276,21.661019382588883,20.298855019486847,40.07937966767127,51.23389744690484,119.95065405752749,False,max_power_w,,
oracle,medium_medium,512,128,1,4,13.450910936858612,7.613020565420756,1081.8493097184594,19.69831474418978,18.208002322722812,31.361622518056528,47.3453964222887,118.31592334547103,True,,,
oracle,medium_medium,512,128,1,5,10.913154385355261,7.55070652846726,1066.8517261283012,22.72019842422052,21.29649122533093,37.37685959595039,51.584612202375666,119.9791844219283,True,,,
oracle,medium_medium,512,128,1,6,10.416769492209298,7.634319578251782,1076.3870585056918,19.923449961638806,18.509559181525084,30.674980429512267,47.50643996425897,118.91633124769973,True,,,
oracle,medium_medium,512,128,1,7,11.060634022400308,7.653313428402281,1082.6304061474323,17.576456851873544,16.23495585572902,32.175616255332145,47.56911094100246,118.23056074647971,True,,,
oracle,medium_medium,512,128,1,8,13.95459429457172,7.554151586958997,1073.8533832800397,21.669927116176698,20.179595700473396,37.835169302990074,56.07192640922615,119.19690526934825,True,,,
oracle,medium_medium,512,128,1,9,10.911839412356725,7.633715870137492,1087.4590946985265,17.274851355648227,15.8855183058056,26.40723351319916,44.16759791197792,117.70557681113064,True,,,
oracle,long_medium,1024,128,1,0,10.422496292784473,7.071368973258101,1088.0010893473354,24.27122618478335,22.308089966475173,34.911239465277504,54.379292245947184,117.64694103089913,True,,,
oracle,long_medium,1024,128,1,1,9.5529192066675,7.263881182533488,1123.1175893836423,23.35138125705506,20.79157291968876,29.870897657528566,55.01815602363304,113.96847597253405,True,,,
oracle,long_medium,1024,128,1,2,8.461061017847797,7.0610144796597,1093.896667642382,18.07163641297691,16.52042368126576,27.752532308925538,49.45147527912231,117.01288045412157,True,,,
oracle,long_medium,1024,128,1,3,10.792307508248747,7.218193968849017,1120.314831421098,20.468590181286853,18.270391150068804,35.60645023218129,53.54163470410225,114.25359765846753,True,,,
oracle,long_medium,1024,128,1,4,10.866337688121066,7.13909822766383,1125.2432692856555,19.56251413149349,17.38514209812823,26.746322554908552,49.5956012357393,113.75317986239452,True,,,
oracle,long_medium,1024,128,1,5,13.49776043553879,7.058619548216693,1085.3875073451877,17.577624433605315,16.194791551083398,25.285656955914455,50.97267415005975,117.93023149223693,True,,,
oracle,long_medium,1024,128,1,6,12.77794823145273,7.29691442222962,1114.7896743356969,29.095365114749207,26.099421069796986,39.259023984115856,50.332023967056436,114.81986508017775,True,,,
oracle,long_medium,1024,128,1,7,7.681598188665498,7.132707655139047,1098.240089060109,21.34375978299744,19.434511629659923,43.03319412814059,47.840943936000365,116.55010709866217,False,max_power_w,,
oracle,long_medium,1024,128,1,8,9.216353698511679,7.213169522021369,1125.306762905131,23.892226075102933,21.231744856328714,33.734010189939525,50.52310076987852,113.74676152265427,True,,,
oracle,long_medium,1024,128,1,9,11.522997573166663,7.19077862839159,1141.8615106780057,20.58864096652128,18.03076885768425,35.417828170606136,44.277587796158706,112.09765703022703,True,,,
oracle,long_long,1024,512,1,0,9.299919472283378,7.240473254389655,3867.575192019385,95.89356484786072,24.79423413557258,38.79239605206191,50.36439169983757,132.38268800991776,True,,,
oracle,long_long,1024,512,1,1,10.666161015649575,7.212484389737231,3897.9783730914037,75.52290061868516,19.374889594061436,36.279593829195775,56.588012155888244,131.35013871150437,True,,,
oracle,long_long,1024,512,1,2,10.945253798342936,7.171501388408184,3884.4238764568704,64.10944147607874,16.504234222387538,24.752844134081137,45.1563094881766,131.80847824131246,True,,,
oracle,long_long,1024,512,1,3,10.698296915373293,7.249810433178877,3946.284783724429,71.47222831492289,18.111269771936925,33.4951658386938,49.80302599370912,129.7422837073568,True,,,
oracle,long_long,1024,512,1,4,9.641668772560163,7.257399065484996,3952.7352381245273,71.71615851986267,18.143425805035747,36.3765110187682,50.63714512397205,129.530557741816,True,,,
oracle,long_long,1024,512,1,5,12.113493041332667,7.2300139040477545,3905.5985961947845,79.08491646900646,20.249115345867523,38.1261092724821,49.884821126824875,131.09386113023504,True,,,
oracle,long_long,1024,512,1,6,11.562873783081791,7.174017734924284,3879.9300858879915,75.79332652707,19.53471450497112,36.70970785998452,49.28924367489091,131.9611407077248,True,,,
oracle,long_long,1024,512,1,7,8.034155191368594,7.2448344410780985,3931.526323259912,78.94863632180275,20.08091255925784,37.68671873258829,47.84140789950388,130.22932009150682,True,,,
oracle,long_long,1024,512,1,8,12.238650166634528,7.20847214866266,3854.1098834052314,80.76153068391176,20.95465182029432,31.752708842917563,47.46641890249906,132.84520044551283,True,,,
oracle,long_long,1024,512,1,9,10.218031553302794,7.1883256124548325,3875.9972632865806,72.2971983447732,18.65254112266068,37.13975190174808,55.11719892901087,132.09503650832278,True,,,
